"Time","heap - G1 Eden Space","heap - G1 Old Gen","heap - G1 Survivor Space","nonheap - CodeCache","nonheap - Compressed Class Space","nonheap - Metaspace"
2025-12-09 17:20:45,482 MiB,978 MiB,41 MiB,17.6 MiB,16.8 MiB,121 MiB
2025-12-09 17:21:00,489 MiB,978 MiB,41 MiB,17.6 MiB,16.8 MiB,121 MiB
2025-12-09 17:21:15,495 MiB,978 MiB,41 MiB,17.6 MiB,16.8 MiB,121 MiB
2025-12-09 17:21:30,503 MiB,978 MiB,41 MiB,17.6 MiB,16.8 MiB,121 MiB
2025-12-09 17:21:45,510 MiB,978 MiB,41 MiB,17.6 MiB,16.8 MiB,121 MiB
2025-12-09 17:22:00,517 MiB,978 MiB,41 MiB,17.6 MiB,16.8 MiB,121 MiB
2025-12-09 17:22:15,524 MiB,978 MiB,41 MiB,17.6 MiB,16.8 MiB,121 MiB
2025-12-09 17:22:30,532 MiB,978 MiB,41 MiB,17.6 MiB,16.8 MiB,121 MiB
2025-12-09 17:22:45,539 MiB,978 MiB,41 MiB,17.6 MiB,16.8 MiB,121 MiB
2025-12-09 17:23:00,546 MiB,978 MiB,41 MiB,17.6 MiB,16.8 MiB,121 MiB
2025-12-09 17:23:15,553 MiB,978 MiB,41 MiB,17.6 MiB,16.8 MiB,121 MiB
2025-12-09 17:23:30,559 MiB,978 MiB,41 MiB,17.6 MiB,16.8 MiB,121 MiB
2025-12-09 17:23:45,567 MiB,978 MiB,41 MiB,17.6 MiB,16.8 MiB,121 MiB
2025-12-09 17:24:00,573 MiB,978 MiB,41 MiB,17.6 MiB,16.8 MiB,121 MiB
2025-12-09 17:24:15,580 MiB,978 MiB,41 MiB,17.6 MiB,16.8 MiB,121 MiB
2025-12-09 17:24:30,586 MiB,978 MiB,41 MiB,17.6 MiB,16.8 MiB,121 MiB
2025-12-09 17:24:45,592 MiB,978 MiB,41 MiB,17.6 MiB,16.8 MiB,121 MiB
2025-12-09 17:25:00,599 MiB,978 MiB,41 MiB,17.7 MiB,16.8 MiB,121 MiB
2025-12-09 17:25:15,606 MiB,978 MiB,41 MiB,17.7 MiB,16.8 MiB,121 MiB
2025-12-09 17:25:30,613 MiB,978 MiB,41 MiB,17.7 MiB,16.8 MiB,121 MiB
